userId,movieId,title,Q_value
22,6235,Europa Europa (Hitlerjunge Salomon) (1990),0.4743
23,46574,"OH in Ohio, The (2006)",0.7087
23,7366,Jersey Girl (2004),0.2112
23,102445,Star Trek Into Darkness (2013),0.1617
23,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),0.1455
23,7073,"Shot in the Dark, A (1964)",0.1448
24,1,Toy Story (1995),2.1369
24,4500,Drowning by Numbers (1988),0.5007
24,80834,Sintel (2010),0.4881
24,674,Barbarella (1968),0.4825
24,35957,Red Eye (2005),0.4803
25,1,Toy Story (1995),2.1185
25,2014,Freaky Friday (1977),0.5119
25,79897,Get Low (2009),0.474
25,3571,Time Code (2000),0.4609
25,3041,Meatballs Part II (1984),0.4535
26,3692,Class of Nuke 'Em High (1986),0.7119
26,183911,The Clapper (2018),0.1837
26,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.1775
26,7091,Horse Feathers (1932),0.1731
26,608,Fargo (1996),0.17
27,51091,Black Snake Moan (2006),2.7415
27,185473,Blockers (2018),2.4247
27,4061,The Man in the Moon (1991),1.6955
27,5049,48 Hrs. (1982),1.6898
27,1300,My Life as a Dog (Mitt liv som hund) (1985),1.6591
28,1,Toy Story (1995),1.2246
28,6654,Atragon (Kaitei Gunkan) (1963),0.3072
28,149508,Spellbound (2011),0.2815
28,60514,Journey to the Center of the Earth (2008),0.281
28,129514,George Carlin: It's Bad for Ya! (2008),0.2706
29,1,Toy Story (1995),1.6027
29,8461,Dragon Seed (1944),0.3727
29,117590,Horrible Bosses 2 (2014),0.2927
29,71282,"Food, Inc. (2008)",0.2831
29,6898,Sweet Sixteen (2002),0.2797
30,1,Toy Story (1995),2.8052
30,4800,King Solomon's Mines (1937),0.4908
30,33646,"Longest Yard, The (2005)",0.4697
30,44511,Unknown White Male (2005),0.4486
30,2119,Maximum Overdrive (1986),0.4366
31,7261,Barbershop 2: Back in Business (2004),1.477
31,141816,12 Chairs (1976),0.3423
31,64575,Doubt (2008),0.3301
31,7826,"Secret Life of Walter Mitty, The (1947)",0.2729
31,25825,Fury (1936),0.2724
32,8869,First Daughter (2004),1.4869
32,174403,The Putin Interviews (2017),1.4625
32,31221,Elektra (2005),1.4204
32,97870,"Sessions, The (Surrogate, The) (2012)",1.4064
32,53326,Them (Ils) (2006),1.3562
33,119167,Paradox (2010),1.3428
33,2119,Maximum Overdrive (1986),1.299
33,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),1.287
33,417,Barcelona (1994),1.2807
33,2394,"Prince of Egypt, The (1998)",1.2674
34,1,Toy Story (1995),2.3057
34,172637,Priklyucheniya Kapitana Vrungelya (1979),0.699
34,1526,Fathers' Day (1997),0.4982
34,95508,Cleanskin (2012),0.4852
34,1564,For Roseanna (Roseanna's Grave) (1997),0.4747
35,1,Toy Story (1995),3.4425
35,159,Clockers (1995),0.6078
35,177939,"The Night Is Short, Walk on Girl (2017)",0.599
35,3364,"Asphalt Jungle, The (1950)",0.5948
35,77881,Lovers & Leavers (Kuutamolla) (2002),0.5623
36,1,Toy Story (1995),1.5564
36,55110,December Boys (2007),0.3625
36,128360,The Hateful Eight (2015),0.3233
36,1493,Love and Other Catastrophes (1996),0.3176
36,2693,Trekkies (1997),0.3006
37,2103,Tall Tale (1995),1.3404
37,160440,The Maid's Room (2014),0.3696
37,2002,Lethal Weapon 3 (1992),0.3626
37,5682,"Grey Zone, The (2001)",0.3557
37,134252,That Munchhausen (1979),0.3429
38,1,Toy Story (1995),2.6295
38,3396,"Muppet Movie, The (1979)",0.5944
38,5283,National Lampoon's Van Wilder (2002),0.5876
38,6234,Equus (1977),0.5755
38,893,Mother Night (1996),0.564
39,1,Toy Story (1995),3.557
39,85788,Insidious (2010),0.7972
39,5255,Sorority Boys (2002),0.7319
39,353,"Crow, The (1994)",0.7141
39,1793,Welcome to Woop-Woop (1997),0.6925
40,136786,Careful What You Wish For (2015),0.6784
40,69644,Ice Age: Dawn of the Dinosaurs (2009),0.1728
40,7587,"Samouraï, Le (Godson, The) (1967)",0.1517
40,100163,Hansel & Gretel: Witch Hunters (2013),0.1267
40,250,Heavyweights (Heavy Weights) (1995),0.1202
41,1,Toy Story (1995),2.2315
41,4117,Hope and Glory (1987),0.4494
41,122900,Ant-Man (2015),0.4432
41,26422,Hair (1979),0.4346
41,6187,"Life of David Gale, The (2003)",0.433
42,1,Toy Story (1995),2.1333
42,1224,Henry V (1989),0.5926
42,867,Carpool (1996),0.489
42,3331,My Tutor (1983),0.4664
42,3134,Grand Illusion (La grande illusion) (1937),0.4621
43,64620,Frost/Nixon (2008),1.8983
43,115502,"Rewrite, The (2014)",1.774
43,94799,Sound of My Voice (2011),1.7573
43,6662,"Pink Panther, The (1963)",1.7322
43,32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),1.7138
44,3997,Dungeons & Dragons (2000),3.8362
44,6086,"I, the Jury (1982)",0.8434
44,537,Sirens (1994),0.7878
44,58309,War Dance (2007),0.7524
44,5214,"Oh, God! (1977)",0.7216
45,1247,"Graduate, The (1967)",1.6934
45,104925,"Family, The (2013)",1.6376
45,1734,My Life in Pink (Ma vie en rose) (1997),1.5902
45,5573,Stealing Harvard (2002),1.5793
45,58655,Drillbit Taylor (2008),1.558
46,4035,"Claim, The (2000)",1.5995
46,1077,Sleeper (1973),1.486
46,7328,"Passion of Anna, The (Passion, En) (1969)",1.4616
46,2153,"Avengers, The (1998)",1.4482
46,558,"Pagemaster, The (1994)",1.4424
47,1,Toy Story (1995),1.1704
47,7650,"Witchfinder General (Conquerer Worm, The) (1968)",0.2332
47,50912,"Paris, I Love You (Paris, je t'aime) (2006)",0.1963
47,107013,"Christmas Carol, A (1977)",0.1943
47,31698,Son of the Mask (2005),0.1885
48,1,Toy Story (1995),2.2341
48,4356,Gentlemen Prefer Blondes (1953),0.4878
48,175693,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),0.4564
48,35347,Animal Farm (1954),0.4427
48,4149,Saving Silverman (Evil Woman) (2001),0.4266
49,1,Toy Story (1995),2.1703
49,4396,"Cannonball Run, The (1981)",0.5099
49,164179,Arrival (2016),0.4853
49,145994,Formula of Love (1984),0.4815
49,110771,"Other Woman, The (2014)",0.479
50,54962,"Nines, The (2007)",2.119
50,4911,Jabberwocky (1977),0.4218
50,93988,North & South (2004),0.4111
50,8492,"Christmas Carol, A (Scrooge) (1951)",0.3773
50,86898,"Tree of Life, The (2011)",0.3594
51,1,Toy Story (1995),3.2468
51,2882,Jakob the Liar (1999),0.6929
51,3097,"Shop Around the Corner, The (1940)",0.6733
51,8169,*batteries not included (1987),0.6282
51,103027,Much Ado About Nothing (2012),0.6106
52,1,Toy Story (1995),2.0112
52,71867,"Misfortunates, The (De helaasheid der dingen) (2009)",0.5306
52,3985,"Eagle Has Landed, The (1976)",0.456
52,67534,Big Stan (2007),0.444
52,6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),0.4323
53,1,Toy Story (1995),1.3728
53,7125,Spring Forward (1999),0.392
53,1573,Face/Off (1997),0.3654
53,8987,Bush's Brain (2004),0.3529
53,5127,Dragonfly (2002),0.3054
54,179709,Wonder Wheel (2017),1.4992
54,60735,Shotgun Stories (2007),1.4861
54,46578,Little Miss Sunshine (2006),1.479
54,8807,Harold and Kumar Go to White Castle (2004),1.4695
54,6710,Dummy (2002),1.4524
55,8875,"Come Back, Little Sheba (1952)",1.3483
55,68194,"Damned United, The (2009)",0.2603
55,97836,Here Comes the Boom (2012),0.2592
55,173963,Empties (2007),0.2531
55,6899,Alien from L.A. (1988),0.2256
56,1,Toy Story (1995),2.0188
56,57326,In the Name of the King: A Dungeon Siege Tale (2008),0.4113
56,5109,Return to Never Land (2002),0.4095
56,6327,"Decade Under the Influence, A (2003)",0.4061
56,2739,"Color Purple, The (1985)",0.3943
57,135536,Suicide Squad (2016),1.6431
57,26887,"Langoliers, The (1995)",1.5755
57,2655,Howling II: Your Sister Is a Werewolf (1985),1.4962
57,1785,King of New York (1990),1.4729
57,73858,"Dennis the Menace Christmas, A (2007)",1.3985
58,1,Toy Story (1995),2.1923
58,5240,Running Scared (1980),0.5856
58,164655,Gimme Danger (2016),0.575
58,4777,"American Astronaut, The (2001)",0.5487
58,2190,Why Do Fools Fall In Love? (1998),0.5123
59,1,Toy Story (1995),1.4989
59,5562,Snipes (2001),0.335
59,32906,"Ascent, The (Voskhozhdeniye) (1977)",0.3139
59,60818,Hogfather (Terry Pratchett's Hogfather) (2006),0.2815
59,1392,Citizen Ruth (1996),0.268
60,1,Toy Story (1995),2.5569
60,88448,Paper Birds (Pájaros de papel) (2010),0.4961
60,49286,"Holiday, The (2006)",0.4694
60,96520,Prime Suspect: The Lost Child (1995),0.4045
60,2260,Wisdom (1986),0.3959
61,1,Toy Story (1995),1.1239
61,32294,Milk and Honey (2003),0.2811
61,100159,Sightseers (2012),0.2366
61,95201,To Rome with Love (2012),0.2362
61,8410,Suddenly (1954),0.2347
62,1,Toy Story (1995),2.4592
62,733,"Rock, The (1996)",0.4802
62,118894,Scooby-Doo! Abracadabra-Doo (2010),0.4675
62,891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),0.4665
62,31553,Double Dragon (1994),0.4548
63,6785,Seven Brides for Seven Brothers (1954),1.8875
63,2762,"Sixth Sense, The (1999)",1.8196
63,4009,Talk Radio (1988),1.7216
63,26791,Shining Through (1992),1.721
63,6565,Seabiscuit (2003),1.6356
64,58998,Forgetting Sarah Marshall (2008),1.635
64,7584,Woman of the Year (1942),1.6335
64,37380,Doom (2005),1.5745
64,30818,Beyond the Sea (2004),1.5512
64,5404,84 Charing Cross Road (1987),1.4798
65,1,Toy Story (1995),1.3899
65,6385,Whale Rider (2002),0.2504
65,2366,King Kong (1933),0.2489
65,107945,Bad Karma (2012),0.239
65,41569,King Kong (2005),0.2365
66,1938,"Lost Weekend, The (1945)",1.5812
66,170813,Baywatch (2017),1.5436
66,60389,Battle for Haditha (2007),1.5256
66,138632,Tokyo Tribe (2014),1.5087
66,136511,Jeff Dunham: All Over the Map (2014),1.3491
67,1,Toy Story (1995),2.6983
67,2506,"Other Sister, The (1999)",0.6129
67,5527,Possession (2002),0.6018
67,62439,My Best Friend's Girl (2008),0.5933
67,4621,Look Who's Talking (1989),0.585
68,163056,Shin Godzilla (2016),2.6341
68,3016,Creepshow (1982),0.5853
68,6184,"Man Who Fell to Earth, The (1976)",0.5263
68,27905,Casshern (2004),0.5096
68,8451,Blackboard Jungle (1955),0.4925
69,1008,"Davy Crockett, King of the Wild Frontier (1955)",0.992
69,2383,Police Academy 6: City Under Siege (1989),0.2381
69,149330,A Cosmic Christmas (1977),0.2182
69,3549,Guys and Dolls (1955),0.2169
69,84553,Pekka ja Pätkä salapoliiseina (1957),0.2121
70,1,Toy Story (1995),1.7737
70,5628,Wasabi (2001),0.3554
70,2294,Antz (1998),0.3354
70,59014,Superhero Movie (2008),0.3293
70,91660,"Darkest Hour, The (2011)",0.3244
71,157270,Barbershop: The Next Cut (2016),1.5566
71,3694,"Toxic Avenger, Part II, The (1989)",1.5215
71,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),1.5025
71,126090,Hedgehog in the Fog (1975),1.4853
71,3592,"Time Masters (Maîtres du temps, Les) (1982)",1.4477
72,1,Toy Story (1995),1.2749
72,7121,Adam's Rib (1949),0.4034
72,106489,"Hobbit: The Desolation of Smaug, The (2013)",0.287
72,1754,Fallen (1998),0.2793
72,3539,"Filth and the Fury, The (2000)",0.2654
73,5483,"Kid Stays in the Picture, The (2002)",1.9678
73,166528,Rogue One: A Star Wars Story (2016),1.8645
73,2552,My Boyfriend's Back (1993),1.7895
73,68793,Night at the Museum: Battle of the Smithsonian (2009),1.6225
73,4541,"Serpent and the Rainbow, The (1988)",1.6003
74,3400,We're Back! A Dinosaur's Story (1993),0.4883
74,1604,Money Talks (1997),0.1036
74,4135,"Monster Squad, The (1987)",0.0926
74,32511,"Touch of Zen, A (Xia nu) (1971)",0.0918
74,31925,Royal Flash (1975),0.0909
75,1,Toy Story (1995),3.0464
75,4690,"Cotton Club, The (1984)",0.6403
75,34334,Stealth (2005),0.5162
75,109317,Someone Marry Barry (2014),0.5126
75,517,Rising Sun (1993),0.4825
76,1984,Halloween III: Season of the Witch (1982),0.4518
76,103339,White House Down (2013),0.3516
76,7895,Bring Me the Head of Alfredo Garcia (1974),0.3343
76,127096,Project Almanac (2015),0.3111
76,44937,"Child, The (L'enfant) (2005)",0.3109
77,1,Toy Story (1995),2.7573
77,4873,Waking Life (2001),0.5278
77,7265,"Dreamers, The (2003)",0.5171
77,1197,"Princess Bride, The (1987)",0.491
77,8870,"Forgotten, The (2004)",0.4906
78,27369,Daria: Is It Fall Yet? (2000),1.9028
78,3489,Hook (1991),1.5728
78,1061,Sleepers (1996),1.3685
78,6709,Once Upon a Time in Mexico (2003),1.299
78,6545,I Capture the Castle (2003),1.2863
79,1,Toy Story (1995),1.7185
79,371,"Paper, The (1994)",0.3382
79,636,Frisk (1995),0.3318
79,1805,Wild Things (1998),0.3237
79,90524,Abduction (2011),0.3159
80,1,Toy Story (1995),0.6547
80,169904,Guyver: Dark Hero (1994),0.2335
80,5625,Moonlight Mile (2002),0.2045
80,100527,Safe Haven (2013),0.1962
80,54281,Charlie Bartlett (2007),0.1934
81,1,Toy Story (1995),1.1274
81,86487,Mildred Pierce (2011),0.2914
81,550,Threesome (1994),0.2259
81,2352,"Big Chill, The (1983)",0.2065
81,60857,"Tracey Fragments, The (2007)",0.206
82,1100,Days of Thunder (1990),0.7308
82,3783,Croupier (1998),0.5531
82,66511,Berlin Calling (2008),0.5225
82,5689,Billy Bathgate (1991),0.5156
82,140956,Ready Player One,0.5091
83,1,Toy Story (1995),1.7365
83,6547,Northfork (2003),0.4413
83,1648,"House of Yes, The (1997)",0.4204
83,6760,In This World (2002),0.4055
83,8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),0.3879
84,1,Toy Story (1995),1.9269
84,7114,"Collector, The (1965)",0.396
84,3143,Hell in the Pacific (1968),0.3916
84,1051,Trees Lounge (1996),0.3865
84,6993,Hannah and Her Sisters (1986),0.3794
85,1,Toy Story (1995),0.6993
85,2447,Varsity Blues (1999),0.2224
85,4220,"Longest Yard, The (1974)",0.1694
85,1341,Burnt Offerings (1976),0.1645
85,112749,And So It Goes (2014),0.1552
86,52784,Sharkwater (2006),1.8754
86,112623,Dawn of the Planet of the Apes (2014),1.828
86,4917,MacArthur (1977),1.7639
86,6371,Pokémon Heroes (2003),1.6478
86,108949,"Art of the Steal, The (2013)",1.5369
87,67534,Big Stan (2007),1.3122
87,2473,Soul Man (1986),0.3151
87,162828,Imperium (2016),0.2977
87,106491,47 Ronin (2013),0.2919
87,7812,Babylon 5: Thirdspace (1998),0.2915
88,1,Toy Story (1995),1.0959
88,2612,Mildred Pierce (1945),0.2616
88,67361,Echelon Conspiracy (2009),0.2575
88,110591,Oculus (2013),0.2563
88,105954,All Is Lost (2013),0.2508
89,72696,Old Dogs (2009),1.9128
89,1008,"Davy Crockett, King of the Wild Frontier (1955)",1.895
89,6464,Good Burger (1997),1.8632
89,105121,Inescapable (2012),1.749
89,1300,My Life as a Dog (Mitt liv som hund) (1985),1.6485
90,136018,Black Mass (2015),2.033
90,93326,This Means War (2012),0.4702
90,8958,Ray (2004),0.4656
90,7316,Confessions of a Teenage Drama Queen (2004),0.4559
90,98961,Zero Dark Thirty (2012),0.4547
91,3947,Get Carter (1971),1.4372
91,810,Kazaam (1996),1.384
91,31297,Gold Diggers of 1935 (1935),1.3289
91,128832,The Last Five Years (2014),1.3079
91,1284,"Big Sleep, The (1946)",1.2851
92,1,Toy Story (1995),3.6636
92,179491,Mayhem (2017),0.8217
92,3827,Space Cowboys (2000),0.7455
92,49013,"Santa Clause 3: The Escape Clause, The (2006)",0.7415
92,504,No Escape (1994),0.7411
93,189547,Iron Soldier (2010),1.6647
93,35347,Animal Farm (1954),1.6639
93,5689,Billy Bathgate (1991),1.6574
93,944,Lost Horizon (1937),1.5853
93,823,"Collector, The (La collectionneuse) (1967)",1.5813
94,1,Toy Story (1995),2.1781
94,105540,"All Dogs Christmas Carol, An (1998)",0.6337
94,52042,Black Book (Zwartboek) (2006),0.5828
94,2871,Deliverance (1972),0.5565
94,1958,Terms of Endearment (1983),0.5552
95,536,"Simple Twist of Fate, A (1994)",1.2775
95,4053,Double Take (2001),0.2736
95,3673,Benji the Hunted (1987),0.2705
95,5267,"Rookie, The (2002)",0.2566
95,384,Bad Company (1995),0.2394
96,148775,Wizards of Waverly Place: The Movie (2009),1.4301
96,8580,Into the Woods (1991),1.422
96,3696,Night of the Creeps (1986),1.2869
96,1382,Marked for Death (1990),1.2861
96,6708,Matchstick Men (2003),1.2534
97,1,Toy Story (1995),2.0113
97,78467,Jonah Hex (2010),0.4582
97,134248,Hot Girls Wanted (2015),0.447
97,2408,Cocoon: The Return (1988),0.4293
97,3384,"Taking of Pelham One Two Three, The (1974)",0.4291
98,25805,"Atalante, L' (1934)",1.9619
98,96616,That's My Boy (2012),1.8912
98,3200,"Last Detail, The (1973)",1.8
98,134859,The Wolfpack (2015),1.685
98,58806,Smart People (2008),1.6088
99,1,Toy Story (1995),1.8705
99,85885,Room in Rome (Habitación en Roma) (2010),0.3989
99,383,Wyatt Earp (1994),0.3835
99,173317,Shadow World (2016),0.372
99,8264,Grey Gardens (1975),0.3637
100,6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",1.1572
100,184053,Battle Planet (2008),0.3595
100,38388,Goal! The Dream Begins (Goal!) (2005),0.2361
100,2105,Tron (1982),0.2273
100,67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",0.2224
101,1,Toy Story (1995),2.4523
101,56949,27 Dresses (2008),0.4859
101,31851,Sons of the Desert (1933),0.4705
101,8137,"Wasp Woman, The (1959)",0.441
101,8907,Shark Tale (2004),0.4345
102,70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),1.2069
102,6554,Garage Days (2002),0.3323
102,57274,[REC] (2007),0.3114
102,2731,"400 Blows, The (Les quatre cents coups) (1959)",0.31
102,49772,"Painted Veil, The (2006)",0.3087
103,39449,Prime (2005),1.9425
103,1188,Strictly Ballroom (1992),1.8395
103,122924,X-Men: Apocalypse (2016),1.7092
103,71057,9 (2009),1.694
103,31150,Wizards (1977),1.6739
104,1,Toy Story (1995),3.5901
104,1884,Fear and Loathing in Las Vegas (1998),0.8108
104,39801,"Great Yokai War, The (Yôkai daisensô) (2005)",0.8045
104,5925,"Beast Within, The (1982)",0.7794
104,85438,Jane Eyre (2011),0.7453
105,5345,Triumph of the Spirit (1989),0.9459
105,130444,Ruby Red (2013),0.9218
105,6407,"Walk, Don't Run (1966)",0.8999
105,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",0.8916
105,8973,Bad Education (La mala educación) (2004),0.8864
106,1,Toy Story (1995),2.8338
106,60289,Kit Kittredge: An American Girl (2008),0.8741
106,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",0.7237
106,102993,"Way, Way Back, The (2013)",0.7097
106,79224,"Karate Kid, The (2010)",0.7045
107,44759,Basic Instinct 2 (2006),1.6145
107,2656,Tarantula (1955),1.5449
107,354,Cobb (1994),1.523
107,107406,Snowpiercer (2013),1.4988
107,3048,Under the Rainbow (1981),1.4911
108,92420,Chronicle (2012),0.9318
108,2962,Fever Pitch (1997),0.2416
108,2605,Entrapment (1999),0.2222
108,45635,"Notorious Bettie Page, The (2005)",0.2161
108,8454,Luna Papa (1999),0.2098
109,1,Toy Story (1995),1.9551
109,6185,Dark Blue (2003),0.4913
109,27829,Slasher (2004),0.4693
109,100553,Frozen Planet (2011),0.4683
109,51314,Golden Door (Nuovomondo) (2006),0.4646
110,1,Toy Story (1995),1.5666
110,1246,Dead Poets Society (1989),0.3419
110,3341,Born Yesterday (1950),0.3164
110,56003,Southland Tales (2006),0.3124
110,2292,Overnight Delivery (1998),0.3069
111,1,Toy Story (1995),3.9672
111,2166,Return to Paradise (1998),0.7008
111,122884,Insidious: Chapter 3 (2015),0.6794
111,27751,'Salem's Lot (2004),0.6787
111,97,"Hate (Haine, La) (1995)",0.5971
112,179211,Christina P: Mother Inferior (2017),1.5593
112,5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),1.5219
112,93790,Detachment (2011),1.4562
112,81562,127 Hours (2010),1.4312
112,137337,Amy (2015),1.4048
113,1,Toy Story (1995),1.1276
113,55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",0.3386
113,40946,Sarah Silverman: Jesus Is Magic (2005),0.3358
113,65738,Revenge of the Nerds III: The Next Generation (1992),0.3223
113,7089,Amarcord (1973),0.3206
114,636,Frisk (1995),0.6203
114,2105,Tron (1982),0.1951
114,3425,Mo' Better Blues (1990),0.1377
114,176935,Geostorm (2017),0.1286
114,1793,Welcome to Woop-Woop (1997),0.1252
115,1,Toy Story (1995),2.5874
115,5954,25th Hour (2002),0.6765
115,3076,Irma la Douce (1963),0.6752
115,3086,Babes in Toyland (1934),0.6683
115,2559,"King and I, The (1999)",0.6658
116,1,Toy Story (1995),2.7104
116,6506,Fulltime Killer (Chuen jik sat sau) (2001),0.6781
116,8813,We Don't Live Here Anymore (2004),0.4923
116,2194,"Untouchables, The (1987)",0.4855
116,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),0.4822
117,4976,Iris (2001),1.4924
117,6342,"Trip, The (2002)",0.348
117,4086,"Big Easy, The (1987)",0.3337
117,131656,Shaun the Sheep Movie (2015),0.3206
117,1639,Chasing Amy (1997),0.2946
118,1,Toy Story (1995),0.9997
118,8506,Fear X (2003),0.2242
118,31590,Hands Off the Loot (Touchez pas au grisbi) (1954),0.2169
118,6559,Little Giants (1994),0.2047
118,7263,Miracle (2004),0.1867
119,1128,"Fog, The (1980)",1.5916
119,3390,Shanghai Surprise (1986),1.4753
119,2896,Alvarez Kelly (1966),1.43
119,134528,Aloha (2015),1.3032
119,165139,Wild Oats (2016),1.0439
120,1,Toy Story (1995),3.6557
120,158027,SORI: Voice from the Heart (2016),0.7454
120,66915,Rock-A-Doodle (1991),0.692
120,190213,John From (2015),0.6814
120,1223,"Grand Day Out with Wallace and Gromit, A (1989)",0.6693
121,115111,Ward 13 (2003),1.5012
121,6667,Waco: The Rules of Engagement (1997),1.4885
121,4066,I'm Gonna Git You Sucka (1988),1.3738
121,6215,Laurel Canyon (2002),1.3471
121,135815,The Magnificent Ruffians (1979),1.3298
122,1,Toy Story (1995),2.9742
122,86295,Scream 4 (2011),0.5971
